sampleName	NTRK1_uc001fqf.1	NTRK1_uc009wsi.1	NTRK1_uc001fqh.1	NTRK1_uc001fqi.1	NTRK1_uc009wsk.1	NTRK2_uc011lsz.1	NTRK2_uc011lta.1	NTRK2_uc004aoc.2	NTRK2_uc004any.1	NTRK2_uc004aoa.1	NTRK2_uc004anz.1	NTRK2_uc004anv.1	NTRK2_uc004aob.1	NTRK2_uc011ltb.1	NTRK3_uc002bmh.2	NTRK3_uc002bme.1	NTRK3_uc002bmf.1	NTRK3_uc010upl.1	NTRK3_uc010bnh.1	NTRK3_uc010bni.2	NTRK3_uc002bmg.2
TCGA.27.1832.01A.01R.1850.01.1	0	0.47779032238256	0	0	0	0	0	2.1034708257274	0	1.10865317986028	0	0.581104083545331	4.53437496437722	8.54224393979822	0.544425187884471	0	0	0	0	2.34377065638384	2.9657317866293
TCGA.27.1831.01A.01R.1850.01.1	0	0.0751124585877759	0	0	0	0	0	0.2800868462089	0.0135715502346567	0.202453539270049	0	0	0.693879177180228	3.91033335756844	0.584014030405151	0	0	0.0906251370672157	0	3.60145198459674	2.36733519557239
TCGA.28.5216.01A.01R.1850.01.1	0	0.509873647379909	0	0	0	0	0	3.4888959890541	0.050045072924628	2.61872776007677	2.03713509498702	0.905106789415439	7.13203115355247	8.57745025904233	0.723885160584226	0	0	0	0.906382272750158	2.44697162702656	3.11097469553203
TCGA.16.0846.01A.01R.1850.01.1	0	0.651222901514569	0	0	0	0	0	2.7384340678805	0	1.49950251606646	0	0	5.08437297369173	8.50339144313536	1.27918588238136	0	0	0	0	3.70723041770838	3.31966000532649
TCGA.28.5218.01A.01R.1850.01.1	1.37656423131993	0	0	2.90365161595547	0	0	0	0.197047407042706	0	0.180600192697194	0	0	1.81030128651895	1.53856219948797	0.602354554225766	0	0	0	0.194249351468448	0.549937363180033	0.643057269632594
TCGA.06.0178.01A.01R.1849.01.1	0	0.610717365471114	0	0	0	0	0	2.11434873372344	0.0180450407017025	1.55977775903929	0.93632340069226	0	4.7121671410646	5.47119341604569	0.681256516180167	0	0	0	0.324415503386308	2.57995792832448	2.19740298764407
TCGA.06.0238.01A.02R.1849.01.1	0.352111164278168	0.00106112930386233	0	0.24567070761205	0	0	0	1.22856212352221	0.0147417016648239	1.10579766222971	0	0	2.43340505631165	5.72689022224916	0.8900846252476	0	0	0.126766955056861	0.484457614451459	3.1598299745968	2.64648952669438
TCGA.06.0125.01A.01R.1849.01.1	0	0.414166318747823	0	0	0.263107163209809	0.13723140136658	0	2.2486706516463	0.042518460156534	2.45293016873703	1.02011936482484	0	6.04497339849135	6.77673389542121	2.2640915215012	0.584857970955046	0	0	2.01736465964685	3.73374866695865	5.10657599701391
TCGA.06.0219.01A.01R.1849.01.1	0.0939437716205291	0	0	0	0	0	0	0.887784827960506	0	0.847866792199221	0	0.189646913062182	2.95329614470841	4.72086286239968	0.622052827396537	0	0	0	0.402009524250442	2.84664443199645	2.14586804592896
TCGA.06.0125.02A.11R.2005.01.1	0	0	0	2.00940792798319	0	0.493074375751542	0	3.38431506089766	0.025825917153868	3.649693789054	1.410890129792	1.09991495171118	7.83008279651327	7.49107168849082	2.89550924795287	0.34623967065733	0	0.528911578881786	1.17589040529794	3.60162962844825	4.804455399966
